post_id,user_id,caption,ownerFullName,ownerUsername,url,commentsCount,firstComment,likesCount,timestamp,queryTag,hashtags/0,hashtags/1,hashtags/2,hashtags/3,hashtags/4,hashtags/5,hashtags/6,hashtags/7,hashtags/8,hashtags/9,hashtags/10,hashtags/11,hashtags/12,hashtags/13,hashtags/14,hashtags/15,hashtags/16,hashtags/17,hashtags/18,hashtags/19,hashtags/20,hashtags/21,hashtags/22,hashtags/23,hashtags/24,hashtags/25,hashtags/26,hashtags/27,hashtags/28
P2986,U2521,"If you control the media, you don’t need to control the people.
The war isn’t just on land. It’s on your screen — in your feed — and it’s been engineered.

—

Here’s what they won’t tell you on the news:
• Just 6 corporations (like Disney, Comcast, News Corp & Warner Bros Discovery) control 90% of U.S. media. Globally? The same consolidation applies — different names, same playbook.
• Billionaire owners like Rupert Murdoch, Michael Bloomberg, and private equity firms don’t just own media — they shape narratives, from war coverage to election “analysis.”
• Outlets aren’t independent watchdogs — they’re often aligned with political donors, corporate sponsors, and state agendas.
• Media blackouts, selective framing, and “breaking news” often serve power structures, not public interest.
• Coverage of conflicts (like Gaza, Ukraine, or Syria) often mirrors the geopolitical interests of the elite — not the reality on the ground.

—

So what does it mean for us?
When your worldview is filtered through a lens owned by a handful of powerful actors — you're not informed. You're programmed.
Real journalism questions power. Manufactured news protects it.

—

🧠 The next time a headline sparks outrage, pause. Ask:
Who benefits from me believing this version of the story?

—

Follow @ww3politics for real geopolitical clarity without the corporate filter.
Because knowing the game is the first step to breaking free from it.

—

#mediacontrol #narrativewarfare
#geopolitics #worldevents #politicalbreakdown
#wakeup #warnews #ww3politics #viral #explore #alexjones #america #americans",Bond | Geopolitics,ww3politics,https://www.instagram.com/p/DPkJAxQjwcf/,2304,,308802,2025-10-08T22:20:45.000Z,,mediacontrol,narrativewarfare,geopolitics,worldevents,politicalbreakdown,wakeup,warnews,ww3politics,viral,explore,alexjones,america,americans,,,,,,,,,,,,,,,,
P2987,U2521,"A moment you don’t see every day: Mamdani sat across from Trump and openly repeated his stance — that the U.S. is funding Israel’s genocide. No softening, no walking it back.
And instead of pushing back, Trump let it hang in the air, turning the meeting into one of the most unexpectedly blunt exchanges of the week.

@ibkr_forecast Markets Predicted a 99% chance of Zohran Mamdani winning the New York City general election for mayor in 2025.
Forecast Contracts on US elections are only available to eligible US residents.

When politicians say the quiet part out loud in front of a former president, it tells you how much the narrative is shifting — and how fast the pressure is rising on U.S. policy in the region.

Follow @ww3politics for clear, unscripted geopolitical breakdowns.

#geopolitics #worldevents #uspoliticsanalysis #middleeastupdate #globalpowermoves
#usa🇺🇸 #unitedstates #fyp #viral #explore 
#breakingnews #trump #mamdani #americans",Bond | Geopolitics,ww3politics,https://www.instagram.com/p/DRWQK24jM15/,1097,,92327,2025-11-22T05:54:12.000Z,,geopolitics,worldevents,uspoliticsanalysis,middleeastupdate,globalpowermoves,usa🇺🇸,unitedstates,fyp,viral,explore,breakingnews,trump,mamdani,americans,,,,,,,,,,,,,,,
P2988,U2521,"Politics isn’t just war rooms and world maps — it’s the real-life chessboard shaping your everyday life.

It's interesting because it reveals why things happen — why a loaf of bread costs more, why gas prices spike, why your job gets outsourced, why countries suddenly collapse or rise. It’s the hidden script behind every “breaking news” headline.

US sanctions on Iran? That’s why fuel gets pricier.

China’s ports closing? Your grocery shelves look emptier.

A pipeline bombing? Inflation soars.

Politics and power moves aren’t distant — they’re direct. If you understand the map, you understand your reality.

Follow @ww3politics to see how global power actually works.

#geopolitics #worldevents #politicalbreakdown #economicpower #globalclarity #ww3politics
#politics #power #education #importance",Bond | Geopolitics,ww3politics,https://www.instagram.com/p/DP4U3aZkq0M/,1321,,89416,2025-10-16T18:28:21.000Z,,geopolitics,worldevents,politicalbreakdown,economicpower,globalclarity,ww3politics,politics,power,education,importance,,,,,,,,,,,,,,,,,,,
P2989,U2521,"Politics and Geopolitics isn’t just war rooms and world maps — it’s the real-life chessboard shaping your everyday life.

It's interesting because it reveals why things happen — why a loaf of bread costs more, why gas prices spike, why your job gets outsourced, why countries suddenly collapse or rise. It’s the hidden script behind every “breaking news” headline.

US sanctions on Iran? That’s why fuel gets pricier.

China’s ports closing? Your grocery shelves look emptier.

A pipeline bombing? Inflation soars.

Politics and power moves aren’t distant — they’re direct. If you understand the map, you understand your reality.

Follow @ww3politics to see how global power actually works.

#geopolitics #worldevents #politicalbreakdown #economicpower #globalclarity #ww3politics
#politics #power #education #importance",Bond | Geopolitics,ww3politics,https://www.instagram.com/p/DNGebc_Pdm3/,4775,,1377948,2025-08-08T16:44:59.000Z,,geopolitics,worldevents,politicalbreakdown,economicpower,globalclarity,ww3politics,politics,power,education,importance,,,,,,,,,,,,,,,,,,,
P2990,U2522,🥇BEST OF SHOW🥇BEST OF DAY🥇TATTOO EXPO HANA🚀🚀🚀#colortattoo #inkedgirl #worldevents #best #show #convention #compitition #awards #firstplace #catlover,MATWEI TELIPKO TATTOO,mmatt.tattooart,https://www.instagram.com/p/DAk-O0HOTDS/,72,,1956,2024-10-01T10:20:06.000Z,,colortattoo,inkedgirl,worldevents,best,show,convention,compitition,awards,firstplace,catlover,,,,,,,,,,,,,,,,,,,
P2991,U2520,#ukraine #usa🇺🇸 #trump #zelensky #worldevents #russia #parksandrecreation,The Memeing Post,thememeingpost,https://www.instagram.com/p/DG6bmMVx9al/,152,,12624,2025-03-07T21:21:31.000Z,,ukraine,usa🇺🇸,trump,zelensky,worldevents,russia,parksandrecreation,,,,,,,,,,,,,,,,,,,,,,
P2992,U2523,"In light of recent events I thought I’d post an old @nbcsnl sketch that highlights the seriousness of these matters. (Rumor has it this was written by @shutup_lutz Mr. John Lutz)
 #SNL #worldevents #unitednations",Rachel Dratch,raedratch,https://www.instagram.com/p/DPE2ZLODush/,537,,25383,2025-09-26T18:41:24.000Z,,SNL,worldevents,unitednations,,,,,,,,,,,,,,,,,,,,,,,,,,
P2993,U2524,"The World is in a Pickle 🌍🥒

@pritchardswyd @panchatronic @cullan_mais 

Full Podcast Out Now on The Central Club 

#worldevents #pancho #pritchard #dirtysanchez #welsh #war #conflict #conspiracy #podcast #igreels",Central Club,thecentralclubpodcast,https://www.instagram.com/p/C2XK-JPoO3S/,111,,2295,2024-01-21T12:20:17.000Z,,worldevents,pancho,pritchard,dirtysanchez,welsh,war,conflict,conspiracy,podcast,igreels,,,,,,,,,,,,,,,,,,,
P2994,U2525,"The world watched in stunned silence as news of Kim Jong-il's death sparked varied public reactions, a moment captured in this striking image of his portrait atop a car amidst a somber setting. The scene reflects a mix of mourning and uncertainty, with the framed image standing as a symbol of his legacy in North Korea. This pivotal event on July 19, 2025, has left global audiences reflecting on the political and human impact of his leadership. The quiet street and distant figures add to the gravity of this historic transition.

#KimJongIl #NorthKorea #GlobalNews #PoliticalLegacy #WorldEvents #BreakingNews #HistoricMoment #LeadershipChange #InternationalAffairs #KoreanPolitics #GlobalReaction #NewsUpdate #PoliticalHistory #WorldLeaders #CurrentEvents #NewsFlash #PoliticalTransition #GlobalImpact #HistoryInTheMaking #NewsToday #WorldPolitics #LeadershipLegacy #BreakingStories #GlobalAwareness #NewsMoment",Space Astro,spaceastrooo,https://www.instagram.com/p/DMSMTveTrMT/,112,,6716,2025-07-19T11:25:47.000Z,,KimJongIl,NorthKorea,GlobalNews,PoliticalLegacy,WorldEvents,BreakingNews,HistoricMoment,LeadershipChange,InternationalAffairs,KoreanPolitics,GlobalReaction,NewsUpdate,PoliticalHistory,WorldLeaders,CurrentEvents,NewsFlash,PoliticalTransition,GlobalImpact,HistoryInTheMaking,NewsToday,WorldPolitics,LeadershipLegacy,BreakingStories,GlobalAwareness,NewsMoment,,,,
P2995,U2521,"They called it a “conspiracy theory.” The FBI called it “classified.”

On 9/11, multiple witnesses reported seeing a group of men — later identified as Israeli nationals — celebrating and filming the burning towers across the river in New Jersey. Arrested the same day, questioned by the FBI, and quietly deported to Israel weeks later, their story faded from the headlines but stayed alive in declassified fragments and sworn testimony.

FBI documents confirm they were under surveillance before 9/11

They claimed to be “documenting the event” — but how could they know to film it?

The case was buried under “national security” and rarely mentioned in mainstream coverage

Whether you see it as a coincidence, an intelligence blind spot, or something darker, it forces uncomfortable questions about foreknowledge, alliances, and the limits of public transparency.

History doesn’t disappear — it just gets harder to find.

Follow @ww3politics to dig into the stories they don’t want you connecting.

#geopolitics #worldevents #intelligencefiles #politicalbreakdown #historyuncovered
#fbi #intelligence #911 #america #exposed 
#ww3politics",Bond | Geopolitics,ww3politics,https://www.instagram.com/p/DN3UzeI3rMX/,1610,,163234,2025-08-27T16:03:07.000Z,,geopolitics,worldevents,intelligencefiles,politicalbreakdown,historyuncovered,fbi,intelligence,911,america,exposed,ww3politics,,,,,,,,,,,,,,,,,,
P2996,U2526,"In 1971, a young Osama bin Laden—around 14 years old—attended a summer English-language course in Oxford, England. Though still a teenager, it was not uncommon for boys his age to take part in short-term language programs abroad. Later in life, he studied economics and business administration at King Abdulaziz University. Some accounts suggest he earned a degree in civil engineering in 1979 or in public administration by 1981.

#history #Oxford #1970s #OsamaBinLaden #education #throwback #worldevents #MiddleEast #EnglishStudies",History Captures,history_captures,https://www.instagram.com/p/DJzjPWJt0SG/,2799,,113814,2025-05-18T18:48:09.000Z,,history,Oxford,1970s,OsamaBinLaden,education,throwback,worldevents,MiddleEast,EnglishStudies,,,,,,,,,,,,,,,,,,,,
P2997,U2527,"🌙 #People Will Always Have #Opinions… But #Allah (‎ﷻ) Knows the #Truth. 🌙
✨ Some will see you as righteous…
✨ Some will see you as #sinful…
✨ Some will see you as something in between…

But the truth is —
🌙 you know yourself better than anyone.
People see with their eyes… but Allah (‎ﷻ) sees with His perfect #knowledge. 🤍

📖 Qur’anic #Reminder:
✨ “Indeed, Allah (‎ﷻ) knows what the souls conceal and what they reveal.”
— Qur’an 87:7

People judge your past 🕰️
Allah (‎ﷻ) sees your effort 🤲
People assume your intentions 💭
Allah knows your sincerity 💛
People talk about your mistakes ❌
Allah records your repentance ✔️

🕌 Prophetic Wisdom:
The Prophet (ﷺ) said:
“Allah (‎ﷻ) does not look at your appearance or your #wealth,
but He looks at your hearts and your deeds.”
— Muslim 🌿

So even if the world misunderstands you…
Continue walking with:
🕊️ a pure heart
💛 a sincere intention
🌟 and a quiet dignity

📚 Scholars’ Insight:
Ibn al-Qayyim رحمه الله said:
🌿 “Do not be upset when people misunderstand you.
For hearts are in the Hand of Allah(‎ﷻ) — He turns them as He wills.”

Your worth is not measured by people’s labels…
but by your relationship with Allah (‎ﷻ). 🌙💫

🌤️ Final Reflection:
Let them speak 🗣️
Let them assume 👀
Let them label 📎

As long as Allah (‎ﷻ) knows who you truly are,
you are safe, you are seen, you are protected. 🤍🕊️✨

🤲 Duʿā:
Ya Allah, protect us from the judgments of people,
purify our intentions, forgive our faults, and make us sincere believers in public and in private.
Ameen 🤍✨

#KnowYourself #IslamicReminders #Sincerity #AllahSeesTheHeart 🌙🌿💛",Khalfan Athuman Khalfan,halal_thought,https://www.instagram.com/p/DRdBAe5DTdG/,5,,814,2025-11-24T20:59:05.000Z,,People,Opinions…,Allah,Truth.,sinful…,knowledge.,Reminder:,"wealth,",KnowYourself,IslamicReminders,Sincerity,AllahSeesTheHeart,,,,,,,,,,,,,,,,,
P2998,U2528,"For the eyes that judge, the hands that clap, and the hearts that love, i move through it all #emotions #trends #opinions #supporters #onlygoodvibes✨",Gatis Cinnamon,gatis_cinnamon,https://www.instagram.com/p/DPlV9bXDFkB/,33,,1132,2025-10-09T09:33:58.000Z,,emotions,trends,opinions,supporters,onlygoodvibes✨,,,,,,,,,,,,,,,,,,,,,,,,
P2999,U2529,#monalee #opinions,Mona Moore,crazy_libra_woman,https://www.instagram.com/p/DQuacSEAbCS/,105,,656,2025-11-06T18:33:53.000Z,,monalee,opinions,,,,,,,,,,,,,,,,,,,,,,,,,,,
P3000,U2530,The gift that keeps on giving #VintageParents #FBLifestyle #ChristmasPresents #Opinions,The Vintage Parents,thevintageparents,https://www.instagram.com/p/DQ6T9kCAMXe/,12,,1034,2025-11-11T09:28:23.000Z,,VintageParents,FBLifestyle,ChristmasPresents,Opinions,,,,,,,,,,,,,,,,,,,,,,,,,
P3001,U2529,#monalee #opinions,Mona Moore,crazy_libra_woman,https://www.instagram.com/p/DQ92lDgAVFG/,111,,1622,2025-11-12T18:31:40.000Z,,monalee,opinions,,,,,,,,,,,,,,,,,,,,,,,,,,,
P3002,U0482,I seen no lies all truth 😭😭😭 #louiej #explorepage #fyp #fyp #funny #explore #sterotypes #ytwomen #opinions #whatitlooklike #yepthatsyou,Louie jameson,louie_j09,https://www.instagram.com/p/DQpQmhqiY9Y/,50,,2053,2025-11-04T18:32:01.000Z,,louiej,explorepage,fyp,funny,explore,sterotypes,ytwomen,opinions,whatitlooklike,yepthatsyou,,,,,,,,,,,,,,,,,,,
P3003,U2531,"Clock in and be boring in your 9-5, must be your life goal, if not. Just try new things, trust yourself. And if you need help, you know where to find me… #dailymemes #relatablememes #trendingmemes #funnymeme #reelitfeelit #opinions #clockin #9to5 #trynewthings",El Presidente 🗡,gladio.raoul,https://www.instagram.com/p/DJ1S2VYtOtR/,410,,1724,2025-05-19T11:02:11.000Z,,dailymemes,relatablememes,trendingmemes,funnymeme,reelitfeelit,opinions,clockin,9to5,trynewthings,,,,,,,,,,,,,,,,,,,,
P3004,U2532,"Dana White's CONTROVERSIAL Parenting Takes! 😱 #shorts 
UFC President Dana White drops BOMBSHELL parenting opinions that are dividing the internet! Watch as the combat sports mogul shares his unfiltered views on raising kids in today's world.

From discipline debates to modern parenting trends, White doesn't hold back in this explosive conversation. Love him or hate him, his controversial perspectives will make you rethink everything about child-rearing!

👀 Topics Covered:
Dana White Parenting
Controversial Parenting Views
UFC President Opinions
Modern Parenting Debates
Celebrity Parenting Styles

🔔 Want more controversial celebrity opinions?
Follow for daily explosive clips!
👉 https://www.instagram.com/kickflash56/

💬 FREE BONUS: Comment ""PARENTING"" for more celebrity family takes!

⚠️ DISCLAIMER: This clip is from Dana White interviews and podcasts.

Video Credits & Copyright
Thank you for watching! For more amazing content, follow us!

Copyright Disclaimer:
Under Section 107 of the Copyright Act 1976, allowance is made for ""fair use"" for purposes such as criticism, comment, news reporting, teaching, scholarship, and research.

#DanaWhite #Parenting #Controversial #UFC #Family #Opinions #KickFlash56 #shorts

dana white parenting controversial, ufc president parenting views, dana white family opinions, controversial parenting takes, modern parenting debates, celebrity parenting styles, dana white interview parenting, tough parenting opinions, traditional parenting views, parenting discipline debates, white family values, celebrity father opinions, parenting controversies, kickflash56",Kick Flash,kickflash56,https://www.instagram.com/p/DQzyo3lD0Jr/,10,,11541,2025-11-08T20:49:22.000Z,,shorts,DanaWhite,Parenting,Controversial,UFC,Family,Opinions,KickFlash56,,,,,,,,,,,,,,,,,,,,,
